doc_id,text,topic,probability
1644,selamat hari angklung dunia jaga dan lestari budaya kita jangan sampai punah oleh maju zaman indonesia bisa karya pens pensjoss politeknik selamathariangklung hariangklung,0,0.8018484
1645,energi baru rupa energi alternatif yang bisa guna bagai tunjang butuh energi di bagai bidang ekonomi indonesia salah satu pada sektor tani seperti hal yang laku oleh tiga mahasiswa pens yakni aidil akbar dane dan alfina atikakhairun nisa yang hasil raih juara kategori manfaat renewable energy technology pada ajang lomba gagas dan rancang kreatif lograk nasional giat final presentasi dan pamer yang langsung pada kamis ini ada oleh jurus teknik elektro politeknik negeri malang berita lengkap dapat baca di,0,0.69639874
1646,selamat untuk muqorroba lada sattar atas capai nya juara web design competition dalam pagelaran lomba si fest yang ada di universitas sriwijaya pens pensjoss politeknik pensjuara,0,0.7258274
1647,program magister terap pens usai helat workshop cara daring tajuk cloud database administration with mysql giat yang buka untuk umum ini hadir narasumber dari oracle mysql singapore yakni mr hananto wicaksono st mba workshop sebut gelar pada sabtu lalu aplikasi video conference zoom dan siar cara langsung di youtube pens tv berita lengkap dapat baca di,0,0.6719382
1648,himpun mahasiswa informatika himit pens usai gelar webinar dalam rangka ulang tahun yang ke giat sebut hadir dosen mahasiswa aktif dan alumni jurus teknik informatika helat pada sabtu webinar agile road to it motion datang dua materi yakni afrizal luthfia nurkahfi selaku operation mis analyst lead di home credit indonesia dan i putu ashadi dana pratama bagai software devolepment engineer lead di dana indonesia hal yang unik dari giat kali ini yaitu dapat challenge dengan hadiah tarik sehingga serta webinar makin antusias berita lengkap dapat baca di,0,0.77120066
1649,menteri riset dan teknologi kemenristek ada inovasi indonesia expo ie dalam rangka ingat hari bangkit teknologi nasional giat helat cara daring lama empat hari dan ikut oleh serta pamer dari bagai institusi di indonesia pada gelar ie ini saji demo produk inovasi judul webinar demo science film festival klinik konsultasi dan bagai lomba virtual dalam sempat kali ini pens turut serta tampil produk inovasi yang kemas dalam booth pamer dengan kategori seni dan didik berita lengkap dapat baca di,0,0.74659526
1650,pens tv hadiah hari pahlawan pens rilis delapan produk inovasi rilis produk inovasi oleh pens pada selasa telah usai laksana tepat dengan hari pahlawan pens sukses helat giat luncur produk inovasi pens yang di langsung oleh wikan sakarinto st msc phd selaku dirjen didik tinggi vokasi kemendikbud ri laku cara virtual lalu video conference zoom dan youtube pens tv giat ini hadir oleh partisipan yang antara adalah jajar direksi serta para dosen pens dan wakil guru tinggi vokasi lain dengan luncur delapan produk inovasi yang guna ini pens harap dapat jadi contoh oleh guru tinggi vokasi lain untuk terus karya untuk video lengkap dapat anda lihat di youtubecompenstv,0,0.76487315
1651,ebike rupa produk sepeda listrik hasil kembang dan teliti antara pens dengan pt insera sena produsen sepeda polygon sepeda ebike dapat beri alam sepeda yang lebih mudah akses dan lebih senang bagi guna dari segala usia dan tingkat bugar sepeda ini juga sangat ideal untuk jalan komuter rekreasi atau sepeda gunung yang aktif pensjoss pensjuara politeknik produkinovasi vokasiberjaya,0,0.6412298
1652,orang ayah kerja tanpa kenal lelah dan keluh untuk cukup butuh keluarga terimakasih ayah atas yang telah kau ikan selamat hari ayah nasional pens pensjoss politeknik hariayahnasional,0,0.7253233
1653,politeknik elektronika negeri program magister terap online workshop cloud database administration with mysql speaker hananto wicaksono st mba oracle mysql singapore saturday november th am wib via zoom meeting and live streaming youtube pens tv mysql enterprise features on mysql enterprise edition mysql database service mds on oracle cloud infrastructure oci mysql on cloud native with kubernetes free for public register bitlycloudmysql kindly have your credit card and laptop ready for the day of the event this is required for all attendees in order to create a free trial account on oracle cloud,0,0.401526
1654,pens tv cover lagu vokasi condong pada mimpi oleh politeknik elektronika negeri politeknik elektronika negeri bagai guru tinggi negeri vokasi di indonesia turut wujud harap vokasi kuat yang kuat indonesia lalu lagu condong pada mimpi vokasi jaya pacu semangat insan didik untuk raih impi dan bangun sdm yang unggul yuk simak video karya pens di youtubecompenstv dan dukung dengan cara like comment dan share ya pensjoss politeknik condongpadamimpi vokasiberjaya,-1,0.76607907
1655,pens tv ingat hari pahlawan pens luncur delapan produk inovasi baru politeknik elektronika negeri pens pada hari selasa yang tepat dengan hari pahlawan telah helat giat luncur produk inovasi pens laksana cara daring giat ini hadir ditjen didik tinggi vokasi kemendikbud ri yakni wikan sakarinto st msc phd dapat delapan produk inovasi pens yang telah luncur antara ebike mocata ethol mesin pasteurisasi susu primo d primo d primo medic dan yang akhir mesin goreng tempe sanan dengan ada produkproduk karya pens ini harap dapat guna bagi industri lingkung dan masyarakat sekitar untuk video lengkap dapat anda lihat di youtubecompenstv,0,0.7707403
1656,tepat dengan ingat hari pahlawan pens turut kontribusi hadap bangsa indonesia lalu kolaborasi dengan dunia industri dengan gelar luncur produk inovasi giat ini hadir oleh jajar direktur dosen pens serta beberapa wakil dari politeknik di indonesia laksana selasa pukul wib lalu video conference zoom dan siar langsung dari youtube pens tv produk inovasi dilaunching cara simbolis oleh dirjen didik vokasi menteri didik dan budaya ri wikan sakarinto st msc phd berita lengkap dapat baca di,0,0.80978155
1657,pens tv tips ajar yang efektif lama dirumahaja dengan ada himbauan perintah untuk jaga jarak sosial lama pandemi harus para ajar dan mahasiswa untuk ajar dari rumah akan tetapi mayoritas dari mereka rasa ajar dari rumah nyata jauh lebih sulit banding di kampus atau sekolah karena banyak ganggu yang bisa hambat waktu ajar oleh karena itu untuk bantu kalian ajar lebih efektif ikut ini akan kami bahas kena lima cara ajar efektif untuk ajar dan mahasiswa lama di rumah untuk video lengkap dapat anda lihat di youtubecompenstv,-1,0.6702199
1658,selamat hari pahlawan semangat dan juang mereka antar kita pada hidup yang lebih baik mari lanjut para pahlawan kita dengan jadi indonesia bagai negara yang lebih maju dan sejahtera terima kasih para pahlawan jasa tak akan pernah lekang makan zaman politeknik politeknikjoss pensjoss haripahlawan,0,0.7123279
1659,tanggal november selalu ingat bagai hari pahlawan kita bagai generasi terus bangsa harus tetap jaga rasa cinta tanah air nasionalisme dan patriotisme di dalam benak diri kita dengan segenap bangsa dan seluruh tumpah darah indonesia juga bagai bentuk hormat jasa para pahlawan serta rela korban demi penting bangsa dan negara satu republik indonesia selamat hari pahlawan nasional berani bela jaga dan lindung daulat negara indonesia politeknik pensjoss haripahlawan,0,0.64875686
1660,tanpa lupa jasa para juang pahlawan di era sekarang tak harus bawa senapan atau bambu runcing cukup jadi orang yang peduli pada lingkung sekitar seperti yang kata oleh ir soekarno bangsa yang besar adalah bangsa yang hormat jasa pahlawan selamat hari pahlawan nasional pens pensjoss haripahlawan,0,0.75364125
1661,luncur produk inovasi pens tepat dengan hari pahlawan sama wikan sakarinto phd dirjen didik vokasi kemdikbud ri selasa november pukul wib lalu zoom buka untuk umum bitlyinovasipens meet id pass politeknik politeknikjoss pensjoss haripahlawan,0,0.7935767
1662,dalam bantu kembang potensi mahasiswa bidang kewirausahaan utama dalam ranah digital pens kembali helat webinar kewirausahaan pada sabtu usung tema scale up your business with digital marketing giat ini turut datang dian mukti wicaksono ssi selaku digital content creator siar cara langsung lalu youtube pens tv dan juga aplikasi video conference zoom giat hadir oleh mahasiswa pens dari bagai jurus berita lengkap dapat baca di,-1,0.71849334
1663,sidoarjo politeknik elektronika negeri pens laku ambil dokumentasi liput foto dan video guna siap launching produk inovasi jumat dokumentasi ambil upa produk ebike yang tempat di pabrik pt insera sena jalanveteran jalan lingkar timur wadung wadungasih camat budur kabupaten sidoarjo berita lengkap dapat baca di,0,0.7335466
1664,malang dalam rangka siap launching produk inovasi politeknik elektronika negeri pens laku ambil dokumentasi mesin pasteurisasi susu kamis ambil dokumen liput foto dan video yang langsung di kantor kelompok usaha sama ternak sapi perah kube psp maju mapan dusun lembang kemiri jabung kabupaten malang berita lengkap dapat baca di,0,0.73834264
1665,tanggal november ingat bagai hari cinta puspa dan satwa nasional dengan ada momentum ini kita harap lestari puspa dan satwa dan turut jaga keanekaragaman hayati bagi penuh imbang ekosistem selamat hari cipta puspa dan satwa nasional mari tingkat sadar peduli dan cinta kita hadap puspa dan satwa agar tetap jaga lestari politeknik pensjoss haricintapuspadansatwanasional,0,0.6478989
1666,selamat tempuh uji tengah semester ganjil jangan ada kata serah tetap bangkit dengan rajin ajar dan doa moga mudah dalam jawab tiap soal dalam uji pens pensjoss politeknik,4,0.9043617
1667,program magister terap pens kembali helat workshop online pada sabtu dengan usung tema understanding asynchronous process on website giat kali ini turut hadir rizal azrul pambudi str selaku software engineer bukalapakcom bagai narasumber selenggara lalu aplikasi zoom dan live streaming youtube pens tv workshop sebut buka untuk umum berita lengkap dapat baca di,0,0.6483141
1668,selamat untuk tim krti pens atas capai nya yang hasil oleh juara di kontes robot terbang indonesia krti juara harap strategi baik kategori vtol vertical take off landing juara kategori technology development flight controller development juara kategori technology development propulsion system pens pensjoss politeknik krti,1,0.80222607
1669,ajang gengsi tahun yakni kontes robot terbang indonesia krti kembali selenggara oleh pusat prestasi nasional puspresnas kemendikbud ri kerja sama dengan universitas lampung telah enam hari langsung tanding dari empat divisi yang lomba tiba saat tutup krti sekaligus umum kepada tim yang hasil raih harga giat tutup langsung cara daring dengan ikut oleh partisipan dari bagai guru tinggi pada sempat sebut pens hasil raih empat kategori harga berita lengkap dapat baca di,1,0.81396747
1670,lamongan bagai upaya wujud tri dharma guru tinggi salah satu yaitu abdi kepada masyarakat program studi d teknologi multimedia broadcasting mmb pens usai helat giat yang tajuk latih ajar online untuk guru smk negeri lamongan empat dosen mmb pens turut serta dalam giat yang ada pada rabu ini tidak hanya hadir oleh guru smk negeri lamongan saja giat edukasi manfaat teknologi multimedia untuk ajar di era pandemi covid ini juga turut hadir oleh beberapa siswa dari sekolah sebut berita lengkap dapat baca di,0,0.68436784
1671,tahun ini maulid nabi ingat pada tanggal rabiul awal hijriah yang tepat pada hari kamis oktober meski suasana maulid nabi muhammad saw tahun ini sedikit beda karena ada pandemi covid namun umat muslim di seluruh dunia tetap sambut dengan suka cita pensjoss politeknik maulidnabi,0,0.6408843
1672,politeknik elektronika negeri program magister terap online workshop understanding asynchronous process on website narasumber rizal asrum pambudi str alumni pens dan software engineer di bukalapakcom moderator umi saadah mkom sabtu oktober pukul wib lalu zoom juga dapat saksi lalu live streaming pens tv daftar bitlyolwspapow contact person ilham,0,0.5883647
1673,ria siapa kita indonesia maka dalam ada semangat pemuda yang suara satu bukan hanya golong tua yang wajib bangun negeri ini tetapi kita generasi muda harus ikut serta bangun dan jaga nkri selamat hari sumpah pemuda oktober politeknik politeknikjoss pensjoss sumpahpemuda bersatudanbangkit,0,0.7396891
1674,di tahun yang ke ini listrik indonesia telah upaya untuk laku distribusi sampai ke seluruh pelosok indonesia maka dari itu kita bagai masyarakat harus mengahargai juang sebut dengan sadar kita masing masing selamat hari listrik nasional ke rang indonesia maju bangsa pensjoss politeknik harilistriknasional,0,0.71899915
1675,selamat untuk tim tanpo asmo atas capai nya juara divisi smart device dan iot dalam ajang pagelaran mahasiswa nasional bidang teknologi informasi dan komunikasi gemastik yang tuan rumah oleh universitas telkom pens pensjoss politeknik gemastik,0,0.7492652
1676,program magister terap pens usai selenggara workshop virtual series medical image processing using by python acara yang gelar pada sabtu ini turut hadir dr eng igi ardiyanto stmeng selaku dosen departemen teknik elektro dan teknologi informasi ugm bagai narasumber helat lalu aplikasi video conference zoom meeting dan live streaming di youtube pens tv workshop sebut hadir mahasiswa pens dan buka untuk umum berita lengkap dapat baca di,0,0.59468913
1677,cipta inovasi sistem aman dan jebak maling motor bas fuzzy logic tiga mahasiswa pens sabet juara iii di pagelaran mahasiswa nasional bidang teknologi informasi dan komunikasi gemastik xiii tahun pada divisi piranti cerdas sistem benam dan iot sabtu giat ini ada oleh pusat prestasi nasional menteri didik dan budaya republik indonesia berita lengkap dapat baca di,0,0.7805846
1678,politeknik elektronika negeri program magister terap online workshop medical image processing using python narasumber dreng igi ardiyanto st meng dosen departemen teknik elektro dan teknologi informasi ugm sabtu oktober pukul wib lalu zoom juga dapat saksi lalu live streaming pens tv daftar bitlywspmedicalprocessingpens contact person ilham,0,0.5206861
1679,pens tv kukuh wisudawan wisuda ke pens langsung cara daring sidang senat buka dan wisuda ke telah usai helat sabtu giat sebut selenggara di gedung pascasarjana lt pens ikut cara daring oleh wisudawan di rumah masingmasing mulai pada pukul wib buka langsung oleh ketua senat dr tri budi santoso stmt wisuda kali ini jumlah wisudawan tahun dari lulus magister terap sarjana terap program diploma dan program diploma akademi komunitas negeri kesan sakral dari wisuda daring ini tetap rasa oleh para wisudawan orang tua maupun sivitas akademika pens untuk video lengkap dapat anda lihat di youtubecompenstv,0,0.72912216
1680,pens usai selenggara wisuda ke pada sabtu gelar cara daring dari auditorium lt gedung pascasarjana pens banyak mahasiswa resmi jadi wisudawan salah satu adalah saydza atika rahmah mahasiswa program magister terap teknik elektro raih gelar wisudawan yang lulus dengan puji cumlaude rupa terima beasiswa pascasarjana pens sukses yang raih oleh saydza tidak lepas dari sikap optimis yang selalu pegang teguh dalam selesai studi berita lengkap dapat baca di,0,0.842196
1681,pens international cooperation office pico sama dengan politeknik metro tasek gelugor pmtg malaysia hasil laksana international webinar tajuk technology in everyday life pada hari sabtu pukul wib webinar yang hadir oleh serta laku lalu aplikasi video conference webex dapat empat materi dalam webinar kali ini antara lain dayaani nathan dan elle syuhailah yang rupa mahasiswa teknologi digital dari pmtg serta mahasiswa pens yakni muhammad alan nur dan namira rizqi annisa berita lengkap dapat baca di,0,0.8126123
1682,ada di tengah pandemi covid tidak surut mahasiswa pens untuk toreh prestasi kali ini datang dari dua mahasiswa d program studi teknik informatika alfian prisma yopiangga dan muqorroba lada sattar pada ajang kompetisi smart it fest sif tingkat nasional yang selenggara oleh universitas negeri sebelas maret dalam kompetisi yang selenggara pada kamis lalu aplikasi video conference zoom karya mereka yang judul aplikasi online management information system sukses raih juara pertama di bidang desain uiux berita lengkap dapat baca di,0,0.74222344
1683,pens usai selenggara sidang senat buka dan wisuda ke pada sabtu laksana di auditorium lt gedung pascasarjana pens giat ini ikut banyak wisudawan jenjang magister terap sarjana terap dan program diploma dari diam masingmasing dengan damping orang tua walaupun laksana cara daring kesan sakral dari wisuda tetap bisa sampai berita lengkap dapat baca di,0,0.83515644
1684,selamat atas kelulus wisudawan pens yang ke moga dapat jadi pribadi yang karakter dan dampak positif hadap masyarakat banyak serta ilmu yang dapat dapat di implementasi di kemudian hari pensjoss pensjuara politeknik wisuda,0,0.8197899
1685,rapat buka senat dan wisuda ke politeknik elektronika negeri program magister terap sarjana terap dan diploma beda dari tahun belum untuk cegah sebar pandemi covid wisuda kali ini di gelar cara daring dari tempat tinggal calon wisudawan masingmasing meski laksana cara daring namun tidak akan kurang sakral prosesi acara sabtu oktober pukul wib selesai live dari auditorium lt gedung pascasarjana pens dapat saksi langsung lalu live streaming youtube pens tv wisuda wisudadaring politeknik politeknikjoss pensjoss kamivokasi,0,0.79017204
1686,hello everyone in this modern era technology takes important role in our daily lives since we interact learn and work with technology so does technology always give positive impacts or maybe the negative one bringing this technology issues pmtg malaysia and pens proudly present international webinar technology in everyday life with the amazing speakers dayaani nathan digital technology pmtg malaysia elle syuhailah digital technology pmtg malaysia muhammad alan nur computer engineering pens namira rizqi annisa electrical engineering pens this event will be held on saturday th october via webex start from pm gmt western indonesia time you can register in link in our bio we will close the registration on friday th october we will send the invitation link for the webinar into your email through the google form that you have already filled in so dont forget to check your email there is also a whatsapp group for all participants to stay up to date with the webinar the whatsapp group invitation link is provided in the last section of the registration form page lets join with us thank you and have a great day everyone politeknik politeknikjoss pensjoss pico internationaloffice letsexploretheworld internationalwebinar,0,0.5584272
1687,hari hak asasi hewan yang ingat tiap tanggal oktober rupa hasil deklarasi universal sejahtera hewan yang dukung negara serta kelompok dukung hewan seluruh dunia bagai salah satu makhluk yang hidup damping dengan manusia hewan juga milik hak asasi namun beda dengan manusia hewan tentu saja tidak bisa juang hak asasi oleh karena itu perlu dukung kita bagai manusia pada hewanhewan agar hak mereka penuh cinta hewan dan lindung hak asasi selamat hari hak asasi hewan mari rawat dan lindung seluruh hewan di sekitar kita politeknik pensjoss hakasasihewan,0,0.6102855
1688,pens tv pens hasil raih enam harga pada kri wilayah ii kontes robot indonesia kri wilayah ii telah usai helat lama tiga hari hitung sejak selenggara cara daring kompetisi ini helat di kampus masingmasing politeknik elektronika negeri pens kembali kirim empat delegasi tim robot baik antara eeepis robot soccer wheels ersow pada divisi kontes robot sepak bola indonesia krsbi roda eepis robot intelligent in sense of art erisa dalam divisi kontes robot seni tari indonesia krsti dan eepis intelligent leg robot eilero yang tanding dalam divisi kontes robot madam api krpai kak usai ikan performa baik pens hasil bawa enam kategori menang sekaligus untuk video lengkap dapat anda lihat di youtubecompenstv,1,0.8520675
1689,pens tv helat cara daring ies hadir keynote speakers dari tiga negara politeknik elektronika negeri pens kembali gelar international electronics symposium ies ke beda dengan tahuntahun belum ies selenggara cara daring tahun ini panitia terima total seluruh paper dan banyak paper lolos pada tahap ini paper sebut diri dari paper ies on knowledge creation and inteligent computing ies kcic dan papers ies on engineering technology and applications ies eta langsung lama dua hari hitung sejak selasa giat ini turut hadir tiga keynote speakers yakni prof jun miura dari toyoyashi university of technology japan prof ali kara dari atilim university turkey serta ir dadet pramadihanto meng phd dari pens indonesia untuk video lengkap dapat anda lihat di youtubecompenstv,-1,0.7190491
1690,jumlah tim pkm pens yang lolos dana alami tingkat pada laksana tahun banyak tim pkm pens ikut giat nilai maju laksana pkm pkp bidang giat ini selenggara oleh direktorat ajar dan mahasiswa kemendikbud lama dua pekan lalu aplikasi zoom video conference berita lengkap dapat baca di,0,0.7909926
1691,hello warga teknik komputer kamu tarik dengan bidang it khusus iot ayo isi waktu luang lama masa pandemi ini dengan tambah wawas putar hal sebut dengan ikut online workshop iot simple visitor management system narasumber ahmad mansur maulana head of research and development at pt eyro digital teknologi laksana rabu oktober kamis oktober pukul wib selesai via zoom dapat free esertifikat buka untuk umum dan tentu giat ini gratis gratis gratis link daftar bitlydaftarworkshopiot see u at the meeting,0,0.67557216
1692,terima mahasiswa baru program didik lanjut jenjang khusus lulus pens tahun politeknik elektronika negeri buka daftar program didik lanjut jenjang sarjana terap tahun akademik program ini rupa program didik yang buka bagi mahasiswa lulus diploma iii d yang ingin lanjut didik ke jenjang sarjana terap informasi daftar mahasiswa baru kunjung,0,0.7459157
1693,direktur dan sivitas akademika politeknik elektronika negeri ucap dirgahayu th provinsi jawa timur semangat nawa bhakti satya untuk jawa timur maju dr zainal arief direktur pens politeknik politeknikjoss pensjoss dirgahayujatim,0,0.7654182
1694,selamat untuk semua tim robot pens atas capai dalam ajang kontes robot indonesia kri yang tuan rumah oleh institut teknologi bandung itb pada tanggal oktober pens pensjoss politeknik kri robot kri,1,0.8804225
1695,kamis tim yang diri dari effry muhammad arraunaq fikri dan mochammad syawal hasil raih juara dalam medion innovation competition medinnovation tingkat nasional yang selenggara oleh pt medion farma jaya pens kirim wakil dalam kategori teknologi terna dengan subkategori otomatisasi di closed house dan bawa produk poultry auto weighing system with internet of things paws iot meski kompetisi sempat undur karena situasi pandemi dan langsung cara daring hal sebut tidak surut semangat mahasiswa pens untuk tetap ukir prestasi berita lengkap dapat baca di,0,0.7241405
1696,pens telah usai selenggara webinar yang tajuk tingkat mampu komunikasi guna sukses dalam hadap wawancara kerja di masa pandemi webinar yang langsung cara virtual pada sabtu tuju agar para serta dapat tahu segala hal tentang wawancara kerja utama saat pandemi dengan datang narasumber konsultan rekrutmen bumn swasta sekaligus dosen psikologi unesa dr umi anugerah izzati mpsi webinar kali ini hasil tarik lebih dari mahasiswa serta alumni pens berita lengkap dapat baca di,0,0.77681136
1697,ikut ini adalah rekapitulasi akhir menang dari semua divisi pada ajang kontes robot indonesia kri wilayah ii yang tuan rumah oleh institut teknologi bandung itb pada tanggal oktober selamat bagi para menang pens pensjoss politeknik kri kri rekapitulasikri,1,0.86747646
1698,helat kontes robot indonesia kri wilayah ii tahun usai tutup pada minggu pens yang kirim empat tim baik hasil raih bagai harga pada kontes robot gengsi ini upacara tutup ini ikut oleh seluruh serta kri wilayah ii lalu aplikasi video converence dan dapat saksi oleh publik lalu live streaming youtube berita lengkap dapat baca di,1,0.8311134
1699,telah tel kalah dengan ichiro dari its eros masih sempat untuk lanjut tanding pada babak rebut juara bagai tim cyan eros hadap dengan rival dari tim magenta yakni delegasi ugm yogyakarta alfarobi hasil bangkit dari kalah belum eros sukses tuntas misi dengan catat waktu menit detik dan keluar jadi juara divisi krsbi humanoid kategori lomba lari meter ll berita lengkap dapat baca di,1,0.703688
1700,tim eepis robot intelligent in sense of art erisa hasil lewat babak final dengan baik babak ini rupa tutup rangkai kontestasi krtsi wilayah ii tahun erisa pada gelar ini hasil raih gelar juara serta desain dan artistik baik berita lengkap dapat baca di,1,0.7803632
1701,pasuk hari akhir helat kontes robot indonesia kri wilayah ii eros telah usai lakon tanding rebut juara divisi krsbi humanoid kategori lomba giring bola lmb temu dengan rscuad dari universitas ahmad dahlan eros tunjuk performa kurang maksimal dan harus aku unggul rival hasil ini sekaligus buat eros keluar bagai juara harap berita lengkap dapat baca di,1,0.84757805
1702,tampil kurang muas pada putar ii divisi krsbi roda ersow kembali tunjuk performa baik pada laga putar iii telah hanya cetak goal pada tanding belum saat ini ersow hasil cetak goal dalam kurun waktu menit tempat di ruang robotika lantai gedung d pens ersow hasil aman slotnya pada kri nasional berita lengkap dapat baca di,1,0.8136793
1703,pasuk hari tiga kontes robot indonesia kri wilayah ii eepis robot soccer eros untuk kategori lomba giring bola juga hasil keluar jadi runner up grub b dan lanjut tanding ke tahap semi final pada babak ini eros kembali temu dengan delegasi its yakni ichiro dan kembali tel kalah sehingga eros hanya dapat lolos ke babak rebut juara berita lengkap dapat baca di,1,0.8139461
1704,minggu tim eepis robot soccer eros hasil laju pada babak semifinal di kategori lomba lari meter ll keluar bagai juara grup b kali ini eros sempat untuk lawan runner up grup a yakni ichoro its namun sangat sayang pada babak semi final ini eros harus aku unggul dari ichiro dan laju pada ke tahap rebut juara lawan alfarobi dari ugm yogyakarta berita lengkap dapat baca di,1,0.73555434
1705,usai selesai tiga tahap tampil pada hari pertama kontes robot indonesia kri wilayah ii tahun erisa yang masuk dalam divisi krsti lanjut juang di babak delap final tampil beda dari belum pada babak ini erisa kena pakaiaan adat khas dayak kenyah dengan padu warna hitam dan putih selain tampak lebih cantik dan anggun erisa juga mampu saji gera tari dengan indah berita lengkap dapat baca di,1,0.81336606
1706,hari akhir gelar kontes robot indonesia kri wilayah ii tahun sesi tiga divisi krpai usai laksana pada minggu tim eepis intelligent leg robot eilero yang masuk dalam divisi ini pun turut beri tampil baik pada sesi ini eilero hasil tuntas misi yaitu semprot arah upa madam api yang ada pada ruang berita lengkap dapat baca di,1,0.8487324
1707,usai tanding pada putar di putar pertama tiba saat tim robot untuk laju ke putar lanjut pada laga akhir putar ii kategori lomba kerjasama robot lkr eros hadap dengan delegasi dari universitas negeri yogyakarta yakni alaadiyat sempat alami kendala eros kembali tel kalah dengan skor akhir berita lengkap dapat baca di,1,0.80324596
1708,akhir kontestasi pada hari pertama laksana kontes robot indonesia kri wilayah tahun eepis robot intelligent in sense of arts erisa hasil selesai sesi tiga jika pada sesi dua erisa alami sedikit kendala maka di sesi tiga ini erisa tunjuk kesiap yang lebih matang hal sebut lihat dari gera yang kompak sinkronisasi yang baik antara gera dengan alun musik dan stabil robot berita lengkap dapat baca di,1,0.8148626
1709,wakil pens pada divisi krsbi humanoid yakni eepis robot soccer eros telah usai lakon tanding sesi putar i kategori lomba kerjasama robot lkr pada sabtu tempat di ruang robotika lantai gedung d pens kali ini eros sempat tanding lawan rsquad dari universitas ahmad dahlan tunjuk tampil kurang maksimal eros harus aku unggul lawan dengan skor berita lengkap dapat baca di,1,0.8795377
1710,salah satu tim robot bangga politeknik elektronika negeri pens yaitu eepis intelligent leg robot eilero telah usai laksana kontestasi sesi dua misi yang selesai pada sesi ini adalah semprot sebar pada empat ruang yang beda dengan sesi pertama adalah ada rintang upa tangga pada sesi dua berita lengkap dapat baca di,1,0.8373029
1711,telah tampil muka pada babak putar i ersow sempat untuk lanjut tanding pada putar yang keii kali ini performa ersow tampak kurang muas telah hasil cetak goal pada putar i kini ersow hanya hasil cetak goal dalam kurun waktu menit meski demikian ersow akan tetap dapat tanding esok hari pada putar iii berita lengkap dapat baca di,0,0.6496544
1712,usai sukses tampil pukau di sesi pertama tim erisa kembali unjuk boleh di kontes krsti wilayah ii tahun sesi dua di sesi dua ini erisa sempat alami sedikit kendala yaitu alami retry satu kali namun demikian erisa tetap mampu tampil pukau di depan juri berita lengkap dapat baca di,0,0.6493029
1713,pasuk hari dua kontes robot indonesia kri wilayah ii jiwa kompetitif dari masingmasing tim makin lihat hal ini tentu dapat rasa pula dari sektor tim eros telah tel gagal dari putar belum tim eros terus usaha upaya baik serta optimal robot meski belum buah manis eros masih dapat laju pada babak ikut berita lengkap dapat baca di,1,0.8208674
1714,delegasi pens pada krsbi humanoid yakni eros masih terus juang sabtu eros usai lakon laga putar i pada kategori lomba giring bola lmb dan hadap dengan arocpl dari politeknik negeri malang tempat di ruang robotika gedung d pens sangat sayang pada sesi kali ini performa eros masih belum dapat selesai misi dalam kurun waktu menit berita lengkap dapat baca di,1,0.8234643
1715,tim eepis intelligent leg robot eilero usai tuntas sesi pertama kontes robot indonesia kri wilayah ii tahun tema untuk divisi krpai adalah robot otonom kak semprot disinfektan eilero hasil selesai misi sesi pertama yaitu semprot sebar di dalam empat ruang dengan gerak badan robot ke kiri dan ke kanan berita lengkap dapat baca di,1,0.8308197
1716,terus upaya untuk optimal robot guna suguh performa baik pada laga akhir sesi ini eros usai lakon tanding putar iii lawan atom dari universitas brawijaya ub tempat di ruang robotika lantai gedung d pens salah satu robot eros nama huda sukses tutup lomba lari meter ll ini dalam kurun waktu detik siang ini eros akan laju pada sesi putar i lawan arocpl dari politeknik negeri malang berita lengkap dapat baca di,1,0.802957
1717,sabtu eros kembali jalan laga pada putar ii kontes robot indonesia kri wilayah ii kali ini eros yang gabung dalam divisi krsbi humanoid hadap dengan alfarobi dari universitas gajah mada ugm sempat alami kendala pada putar i eros dari tim magenta hasil selesai misi pada putar ini lebih cepat yakni dalam kurun waktu menit detik berita lengkap dapat baca di,1,0.8013242
1718,delegasi pens pada kontes robot indonesia kri wilayah ii divisi krsbi roda yakni ersow tampil pukau pada sesi meski sempat alami kendala belum laku tanding tim ersow hasil upaya baik dan optimal robot tempat di ruang robotika lantai gedung d pens ersow hasil cetak goal dalam kurun waktu menit berita lengkap dapat baca di,1,0.8994236
1719,hari pertama laksana kontes robot indonesia kri wilayah ii tahun erisa kembali tunjuk performa pada tampil sesi pertama pada sesi ini tim erisa sanding dengan tim epretiwi v dari institut teknologi nasional malang robot tari asal pens ini hasil selesai semua gera mulai dari gerak buka hingga gerak tutup dengan baik berita lengkap dapat baca di,1,0.8536952
1720,telah jalan rangkai running test pada hari pertama kini eros hasil kalah alaadiyat dari universitas negeri yogyakarta pada kategori lomba lari meter ll di putar i tempat di ruang robotika lantai gedung d pens eros mampu tunjuk performa baik dan laju ke tahap putar ii meski sempat alami kendala eros dari tim cyan hasil selesai misi dengan catat waktu menit detik berita lengkap dapat baca di,1,0.8095544
1721,satu hari jelang laksana kontes robot indonesia kri wilayah ii tahun salah satu robot bangga pens yaitu eepis robot intelligent in sense of art erisa sukses ikut tahap running test dan cek lengkap tahap ini ikut cara daring lalu aplikasi video converence zoom pada jumat running test untuk krsti bagi jadi tiga sesi yakni sesi ukur dimensi dan berat robot serta dua kali sesi simulasi robot dan arena lomba berita lengkap dapat baca di,1,0.87643766
